=== 语义排序结果体验 ===
算法: sorted_sig_filter_opt_10000.txt
单词总数: 10000
【核心性能与质量指标】
- 排序计算耗时: 768.138 ms
- 平均相邻汉明距离: 559.44 (指标越低，相邻单词的语义过渡越连贯越好)
- 最大相邻汉明距离: 929 (指标越低，说明没有突兀的语义“大跳转”)
- 汉明距离 > 128 突变个数: 9986
--------------------------------------------------

00001. handshake          (起点)
05300. hollow             (相邻汉明距离: 740)
05301. hollowness         (相邻汉明距离: 430)
05302. emptiness          (相邻汉明距离: 616)
05303. empty into         (相邻汉明距离: 596)
05304. empty record       (相邻汉明距离: 553)
05305. empty page         (相邻汉明距离: 606)
05306. empty window       (相邻汉明距离: 550)
05307. empty-handed       (相邻汉明距离: 594)
05308. matchless          (相邻汉明距离: 642)
05309. listless           (相邻汉明距离: 612)
05310. lacklustre         (相邻汉明距离: 577)
05311. lacking            (相邻汉明距离: 480)
05312. lack               (相邻汉明距离: 214)
05313. lack in            (相邻汉明距离: 247)
05314. lack of            (相邻汉明距离: 257)
05315. for lack of        (相邻汉明距离: 241)
05316. by lack of         (相邻汉明距离: 194)
05317. from lack of       (相邻汉明距离: 216)
05318. have no lack of    (相邻汉明距离: 388)
05319. have no reason to do (相邻汉明距离: 634)
05320. by reason of       (相邻汉明距离: 583)
05321. due to             (相邻汉明距离: 535)
05322. due for            (相邻汉明距离: 533)
05323. follow-up          (相邻汉明距离: 650)
05324. check up on        (相邻汉明距离: 661)
05325. check up           (相邻汉明距离: 184)
05326. checkup            (相邻汉明距离: 215)
05327. check-up           (相邻汉明距离: 199)
05328. checklist          (相邻汉明距离: 508)
05329. check a list       (相邻汉明距离: 551)
05330. list               (相邻汉明距离: 588)
05331. lister             (相邻汉明距离: 458)
05332. luster             (相邻汉明距离: 557)
05333. lustre             (相邻汉明距离: 402)
05334. refulgent          (相邻汉明距离: 658)
05335. rubicund           (相邻汉明距离: 651)
05336. rubbing            (相邻汉明距离: 614)
05337. rubbed             (相邻汉明距离: 334)
05338. glued to           (相邻汉明距离: 668)
05339. get stuck          (相邻汉明距离: 626)
05340. get the hang of    (相邻汉明距离: 676)
05341. hinge on           (相邻汉明距离: 641)
05342. hinged             (相邻汉明距离: 384)
05343. higgle             (相邻汉明距离: 623)
05344. giggle             (相邻汉明距离: 598)
05345. glitch             (相邻汉明距离: 657)
05346. roguish            (相邻汉明距离: 687)
05347. robust             (相邻汉明距离: 616)
05348. Roberts            (相邻汉明距离: 601)
05349. Rosa               (相邻汉明距离: 647)
05350. roseate            (相邻汉明距离: 470)
05351. freesia            (相邻汉明距离: 676)
05352. amaryllis          (相邻汉明距离: 600)
05353. foxglove           (相邻汉明距离: 640)
05354. magnolia           (相邻汉明距离: 664)
05355. mango              (相邻汉明距离: 650)
05356. mangrove           (相邻汉明距离: 512)
05357. mahogany           (相邻汉明距离: 615)
05358. hickory            (相邻汉明距离: 518)
05359. coniferous         (相邻汉明距离: 586)
05360. larch              (相邻汉明距离: 591)
05361. chestnut           (相邻汉明距离: 628)
05362. cherry             (相邻汉明距离: 590)
05363. cherry-tree-chopping (相邻汉明距离: 427)
05364. chomp              (相邻汉明距离: 610)
05365. chopsticks         (相邻汉明距离: 566)
05366. chopstick          (相邻汉明距离: 151)
05367. chopping board     (相邻汉明距离: 565)
05368. chop off           (相邻汉明距离: 522)
05369. chop at            (相邻汉明距离: 316)
05370. chop up            (相邻汉明距离: 336)
05371. chop down          (相邻汉明距离: 373)
05372. choke down         (相邻汉明距离: 599)
05373. choke off          (相邻汉明距离: 403)
05374. choke back         (相邻汉明距离: 391)
05375. choke up           (相邻汉明距离: 385)
05376. choke with anger   (相邻汉明距离: 487)
05377. get angry          (相邻汉明距离: 578)
05378. get angry at       (相邻汉明距离: 211)
05379. get angry with     (相邻汉明距离: 246)
05380. fed up with        (相邻汉明距离: 616)
05381. I got so fed up.   (相邻汉明距离: 545)
05382. I can't help it.   (相邻汉明距离: 682)
05383. I'll never make it. (相邻汉明距离: 617)
05384. Not a chance!      (相邻汉明距离: 671)
05385. chances are that   (相邻汉明距离: 589)
05386. chances are (that?? (相邻汉明距离: 345)
05387. here and there     (相邻汉明距离: 727)
05388. here and now       (相邻汉明距离: 487)
05389. then and now       (相邻汉明距离: 499)
05390. forthcoming        (相邻汉明距离: 732)
05391. in future          (相邻汉明距离: 608)
05392. in the future      (相邻汉明距离: 229)
05393. futuristic         (相邻汉明距离: 515)
05394. futurological      (相邻汉明距离: 372)
05395. futurologist       (相邻汉明距离: 373)
05396. futures            (相邻汉明距离: 631)
05397. forward contract   (相邻汉明距离: 634)
05398. contract life      (相邻汉明距离: 680)
05399. life cycle         (相邻汉明距离: 654)
05400. ecosystem          (相邻汉明距离: 726)
05401. ecological         (相邻汉明距离: 552)
05402. ecologic           (相邻汉明距离: 354)
05403. ecologically       (相邻汉明距离: 330)
05404. eco-friendly       (相邻汉明距离: 543)
05405. elegant programming (相邻汉明距离: 757)
05406. elegantly          (相邻汉明距离: 466)
05407. elegiacal          (相邻汉明距离: 534)
05408. eulogistic         (相邻汉明距离: 524)
05409. eulogy             (相邻汉明距离: 481)
05410. euthanasia         (相邻汉明距离: 659)
05411. electrocution      (相邻汉明距离: 693)
05412. electrocute        (相邻汉明距离: 367)
05413. electric eel       (相邻汉明距离: 612)
05414. electric light     (相邻汉明距离: 591)
05415. electric current   (相邻汉明距离: 549)
05416. hydro-electric     (相邻汉明距离: 613)
05417. electrolysis       (相邻汉明距离: 666)
05418. electrochemistry   (相邻汉明距离: 536)
05419. electrode          (相邻汉明距离: 619)
05420. electrocardiogram  (相邻汉明距离: 563)
05421. electrocardiograph (相邻汉明距离: 306)
05422. electromagnet      (相邻汉明距离: 690)
05423. magnetism          (相邻汉明距离: 536)
05424. magnetic           (相邻汉明距离: 369)
05425. geomagnetic field  (相邻汉明距离: 615)
05426. geological         (相邻汉明距离: 686)
05427. geologic           (相邻汉明距离: 283)
05428. geologically speaking (相邻汉明距离: 467)
05429. have a talk with   (相邻汉明距离: 748)
05430. have a meeting     (相邻汉明距离: 599)
05431. a prayer meeting   (相邻汉明距离: 666)
05432. prayer             (相邻汉明距离: 530)
05433. plead              (相邻汉明距离: 688)
05434. fuddle             (相邻汉明距离: 684)
05435. fuddled            (相邻汉明距离: 411)
05436. fluster            (相邻汉明距离: 577)
05437. fluffy             (相邻汉明距离: 592)
05438. fleecy             (相邻汉明距离: 521)
05439. flaxen             (相邻汉明距离: 568)
05440. flax               (相邻汉明距离: 406)
05441. linseed            (相邻汉明距离: 522)
05442. lentil             (相邻汉明距离: 575)
05443. lent               (相邻汉明距离: 562)
05444. leant              (相邻汉明距离: 559)
05445. levy               (相邻汉明距离: 633)
05446. leverage           (相邻汉明距离: 635)
05447. levitate           (相邻汉明距离: 612)
05448. levee              (相邻汉明距离: 560)
05449. Leve               (相邻汉明距离: 414)
05450. leaven             (相邻汉明距离: 552)
05451. leaver             (相邻汉明距离: 484)
05452. leach              (相邻汉明距离: 546)
05453. leech              (相邻汉明距离: 496)
05454. leek               (相邻汉明距离: 529)
05455. in league with     (相邻汉明距离: 660)
05456. get on well with   (相邻汉明距离: 675)
05457. make friends with... (相邻汉明距离: 621)
05458. make friends with  (相邻汉明距离: 199)
05459. make friends       (相邻汉明距离: 285)
05460. make friends with sb. (相邻汉明距离: 399)
05461. invite sb. to (sth.,a place) (相邻汉明距离: 626)
05462. introduce sb. to sth. (相邻汉明距离: 497)
05463. inform sb. of sth. (相邻汉明距离: 514)
05464. inquire sth. of sb. (相邻汉明距离: 603)
05465. in sth or sb's name (相邻汉明距离: 686)
05466. set sb or sth apart from (相邻汉明距离: 641)
05467. get sth across     (相邻汉明距离: 665)
05468. get across         (相邻汉明距离: 434)
05469. run across         (相邻汉明距离: 489)
05470. running north and south (相邻汉明距离: 595)
05471. distance runner    (相邻汉明距离: 644)
05472. relay race         (相邻汉明距离: 646)
05473. decathlon          (相邻汉明距离: 761)
05474. delightful         (相邻汉明距离: 772)
05475. delightfully       (相邻汉明距离: 215)
05476. delight in sth.    (相邻汉明距离: 394)
05477. delight in         (相邻汉明距离: 320)
05478. delight            (相邻汉明距离: 179)
05479. find delight in    (相邻汉明距离: 406)
05480. glow with delight  (相邻汉明距离: 538)
05481. gloaming           (相邻汉明距离: 692)
05482. glamor             (相邻汉明距离: 609)
05483. glamourous         (相邻汉明距离: 381)
05484. glossy             (相邻汉明距离: 515)
05485. grandiose          (相邻汉明距离: 635)
05486. majestic           (相邻汉明距离: 551)
05487. spectacular        (相邻汉明距离: 636)
05488. SPECT              (相邻汉明距离: 655)
05489. SERT               (相邻汉明距离: 704)
05490. SIVE               (相邻汉明距离: 669)
05491. endive             (相邻汉明距离: 679)
05492. enfold             (相邻汉明距离: 709)
05493. fold               (相邻汉明距离: 652)
05494. foil               (相邻汉明距离: 454)
05495. floating           (相邻汉明距离: 533)
05496. flush              (相邻汉明距离: 522)
05497. flush buffers      (相邻汉明距离: 514)
05498. data buffer        (相邻汉明距离: 611)
05499. image buffer       (相邻汉明距离: 523)
05500. image area         (相邻汉明距离: 636)
05501. document image management (相邻汉明距离: 679)
05502. image compression  (相邻汉明距离: 665)
05503. compressible       (相邻汉明距离: 676)
05504. pressurize         (相邻汉明距离: 562)
05505. local press        (相邻汉明距离: 587)
05506. newsroom           (相邻汉明距离: 614)
05507. journalism         (相邻汉明距离: 623)
05508. journalistic       (相邻汉明距离: 372)
05509. journaling         (相邻汉明距离: 563)
05510. journal            (相邻汉明距离: 657)
05511. publication        (相邻汉明距离: 462)
05512. citation           (相邻汉明距离: 589)
05513. copyright          (相邻汉明距离: 560)
05514. footer             (相邻汉明距离: 613)
05515. scroll             (相邻汉明距离: 678)
05516. horizontal scrolling (相邻汉明距离: 573)
05517. full-screen        (相邻汉明距离: 702)
05518. flat screen        (相邻汉明距离: 591)
05519. flat rate          (相邻汉明距离: 629)
05520. daily rate         (相邻汉明距离: 638)
05521. discount rate      (相邻汉明距离: 566)
05522. exchange discount  (相邻汉明距离: 660)
05523. exchange algorithm (相邻汉明距离: 578)
05524. exchange adjustment (相邻汉明距离: 429)
05525. exchange quotation (相邻汉明距离: 485)
05526. foreign exchange quotation (相邻汉明距离: 503)
05527. foreign exchange holding (相邻汉明距离: 570)
05528. exchangeable       (相邻汉明距离: 722)
